allele_id,prefix_consistency,in_optimal,objective_diff,band0_copies,band1_copies,band2_copies,band3_copies,band4_copies,band5_copies,sample_id,gene_type,is_functional_db,is_functional_file,is_functional
IGHV1-69*06,3,False,6.001412819804048,0.0,1.0,1.0,1.0,0.0,0,HG03516,IGHV,True,False,True
IGHV4-39*04,0,True,,1.0,0.0,0.0,0.0,0.0,0,HG03516,IGHV,True,True,True
IGHV3-66*03,0,True,,1.0,0.0,0.0,0.0,0.0,0,HG03516,IGHV,True,True,True
IGHV1-12*04,2,False,4.000429988636014,0.0,1.0,1.0,0.0,1.0,0,HG03516,IGHV,False,False,False
IGHV3-21*01,2,True,4.000429988636014,1.0,1.0,1.0,0.0,0.0,0,HG03516,IGHV,True,True,True
IGHV3-57*03,4,True,8.000859977272029,1.0,1.0,1.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV4-39*09,0,False,,0.0,0.0,1.0,1.0,1.0,0,HG03516,IGHV,True,False,True
IGHV4-28*03,3,False,6.001412819804048,0.0,1.0,1.0,1.0,0.0,0,HG03516,IGHV,True,False,True
IGHV(III)-67-3*02,4,True,8.000859977272029,2.0,1.0,1.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV3-36*03,4,True,8.000859977272029,1.0,1.0,1.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV3-20*01,0,True,,1.0,0.0,0.0,0.0,0.0,0,HG03516,IGHV,True,True,True
IGHV1/OR15-3*02,1,True,2.0009828311680335,2.0,1.0,2.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV(II)-33-1*02,1,True,2.0009828311680335,1.0,1.0,2.0,2.0,1.0,0,HG03516,IGHV,False,False,False
IGHV3-41*01,0,False,,0.0,0.0,0.0,1.0,0.0,0,HG03516,IGHV,False,False,False
IGHV3-76*01,1,True,2.0009828311680335,1.0,1.0,0.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV4-30-2*01,1,True,2.0009828311680335,1.0,1.0,0.0,0.0,1.0,0,HG03516,IGHV,True,True,True
IGHV3-13*03,3,True,6.001412819804048,1.0,1.0,1.0,1.0,0.0,0,HG03516,IGHV,True,True,True
IGHV3-65*03,0,False,,0.0,0.0,1.0,1.0,0.0,0,HG03516,IGHV,False,False,False
IGHV(III)-11-1*01,4,True,8.000859977272029,1.0,1.0,1.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV3-60*02,3,True,6.001412819804048,2.0,2.0,2.0,2.0,1.0,0,HG03516,IGHV,False,False,False
IGHV1-45*03,0,False,,0.0,0.0,1.0,0.0,1.0,0,HG03516,IGHV,True,False,True
IGHV5-78*01,4,True,8.000859977272029,3.0,3.0,3.0,3.0,3.0,0,HG03516,IGHV,False,False,False
IGHV4-55*02,3,True,6.001412819804048,1.0,1.0,1.0,1.0,2.0,0,HG03516,IGHV,False,False,False
IGHV3-41*02,2,True,4.000429988636014,2.0,2.0,2.0,1.0,2.0,0,HG03516,IGHV,False,False,False
IGHV(III)-82*01,4,True,8.000859977272029,2.0,2.0,2.0,2.0,2.0,0,HG03516,IGHV,False,False,False
IGHV3-38-3*01,4,True,8.000859977272029,2.0,2.0,2.0,2.0,2.0,0,HG03516,IGHV,False,False,False
IGHV3/OR16-8*01,4,True,8.000859977272029,2.0,2.0,2.0,2.0,2.0,0,HG03516,IGHV,False,False,False
IGHV7-40*04,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03516,IGHV,False,False,False
IGHV3-42*03,1,True,2.0009828311680335,2.0,2.0,1.0,2.0,2.0,0,HG03516,IGHV,False,False,False
IGHV4-28*07,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03516,IGHV,True,False,True
IGHV2-10*01,4,True,8.000859977272029,1.0,1.0,1.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV7-81*02,4,True,8.000859977272029,1.0,1.0,1.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV1-69*15,0,False,,0.0,0.0,1.0,0.0,1.0,0,HG03516,IGHV,True,False,True
IGHV(III)-13-1*01,1,True,2.0009828311680335,3.0,3.0,4.0,2.0,3.0,0,HG03516,IGHV,False,False,False
IGHV3-79*02,1,True,2.0009828311680335,2.0,2.0,1.0,1.0,0.0,0,HG03516,IGHV,False,False,False
IGHV1/OR16-2*01,4,True,8.000859977272029,4.0,4.0,4.0,4.0,4.0,0,HG03516,IGHV,False,False,False
IGHV(II)-31-1*02,0,False,,0.0,0.0,1.0,0.0,0.0,0,HG03516,IGHV,False,False,False
IGHV1/OR15-9*01,4,True,8.000859977272029,2.0,2.0,2.0,2.0,2.0,0,HG03516,IGHV,False,False,False
IGHV1-58*01,0,False,,0.0,0.0,0.0,1.0,1.0,0,HG03516,IGHV,True,False,True
IGHV3-30-22*01,2,True,4.000429988636014,2.0,1.0,1.0,2.0,2.0,0,HG03516,IGHV,False,False,False
IGHV1/OR15-3*01,2,True,4.000429988636014,1.0,1.0,1.0,2.0,2.0,0,HG03516,IGHV,False,False,False
IGHV3-57*02,2,True,4.000429988636014,1.0,1.0,1.0,0.0,2.0,0,HG03516,IGHV,False,False,False
IGHV3/OR16-7*03,2,True,4.000429988636014,3.0,1.0,1.0,2.0,2.0,0,HG03516,IGHV,False,False,False
IGHV4-34*12,0,False,,0.0,0.0,0.0,1.0,0.0,0,HG03516,IGHV,True,False,True
IGHV3-71*03,4,True,8.000859977272029,1.0,1.0,1.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV2-70*04,1,True,2.0009828311680335,2.0,3.0,0.0,1.0,1.0,0,HG03516,IGHV,True,True,True
IGHV(II)-30-41*03,2,True,4.000429988636014,1.0,1.0,1.0,2.0,2.0,0,HG03516,IGHV,False,False,False
IGHV(III)-38-1D*01,3,True,6.001412819804048,2.0,2.0,2.0,2.0,1.0,0,HG03516,IGHV,False,False,False
IGHV(III)-47-1*01,4,True,8.000859977272029,2.0,2.0,2.0,2.0,2.0,0,HG03516,IGHV,False,False,False
IGHV2/OR16-5*01,4,True,8.000859977272029,4.0,3.0,3.0,3.0,3.0,0,HG03516,IGHV,False,False,False
IGHV(II)-1-1*01,1,True,2.0009828311680335,2.0,2.0,1.0,2.0,2.0,0,HG03516,IGHV,False,False,False
IGHV3/OR16-11*01,4,True,8.000859977272029,1.0,1.0,1.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV(III)/OR16-28*01,3,True,6.001412819804048,3.0,3.0,3.0,3.0,2.0,0,HG03516,IGHV,False,False,False
IGHV1-17*02,1,True,2.0009828311680335,1.0,1.0,0.0,0.0,1.0,0,HG03516,IGHV,False,False,False
IGHV3-63*02,2,True,4.000429988636014,1.0,1.0,1.0,2.0,0.0,0,HG03516,IGHV,False,False,False
IGHV(II)-62-1*03,1,True,2.0009828311680335,2.0,2.0,1.0,1.0,2.0,0,HG03516,IGHV,False,False,False
IGHV2-26*01,4,True,8.000859977272029,1.0,1.0,1.0,1.0,1.0,0,HG03516,IGHV,True,True,True
IGHV3-23*04,4,True,8.000859977272029,1.0,1.0,1.0,1.0,1.0,0,HG03516,IGHV,True,True,True
IGHV3-73*02,1,True,2.0009828311680335,1.0,2.0,1.0,1.0,1.0,0,HG03516,IGHV,True,True,True
IGHV3-30-3*02,0,False,,0.0,0.0,1.0,0.0,0.0,0,HG03516,IGHV,True,False,True
IGHV(II)-60-1*05,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03516,IGHV,False,False,False
IGHV1-67*03,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03516,IGHV,False,False,False
IGHV1-69*12,0,True,,1.0,0.0,0.0,0.0,0.0,0,HG03516,IGHV,True,True,True
IGHV(II)-46-1*02,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03516,IGHV,False,False,False
IGHV(III)-16-1*01,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03516,IGHV,False,False,False
IGHV3/OR16-15*02,1,True,2.0009828311680335,2.0,2.0,3.0,1.0,3.0,0,HG03516,IGHV,False,False,False
IGHV3-30-52*01,4,False,8.000859977272029,0.0,1.0,1.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV3-48*04,4,True,8.000859977272029,1.0,1.0,1.0,1.0,1.0,0,HG03516,IGHV,True,True,True
IGHV(III)-2-1*03,1,False,2.0009828311680335,0.0,2.0,0.0,0.0,0.0,0,HG03516,IGHV,False,False,False
IGHV1/OR15-5*01,4,True,8.000859977272029,2.0,2.0,2.0,2.0,2.0,0,HG03516,IGHV,False,False,False
IGHV3-21*02,0,False,,0.0,0.0,0.0,1.0,1.0,0,HG03516,IGHV,True,False,True
IGHV8-51-1*02,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03516,IGHV,False,False,False
IGHV4-80*02,4,True,8.000859977272029,1.0,1.0,1.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV3-42D*01,1,True,2.0009828311680335,1.0,1.0,0.0,0.0,1.0,0,HG03516,IGHV,False,False,False
IGHV(III)-2-1*02,1,True,2.0009828311680335,2.0,1.0,2.0,2.0,1.0,0,HG03516,IGHV,False,False,False
IGHV8-51-1*05,4,True,8.000859977272029,1.0,1.0,1.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV3-57*04,0,False,,0.0,0.0,0.0,1.0,0.0,0,HG03516,IGHV,False,False,False
IGHV(II)-65-1*04,2,False,4.000429988636014,0.0,1.0,1.0,0.0,1.0,0,HG03516,IGHV,False,False,False
IGHV(III)-25-1*02,1,False,2.0009828311680335,0.0,1.0,0.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV3-79*01,0,False,,0.0,0.0,0.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV4-28*01,2,True,4.000429988636014,2.0,1.0,1.0,0.0,0.0,0,HG03516,IGHV,True,True,True
IGHV3-43D*04,4,True,8.000859977272029,1.0,1.0,1.0,1.0,1.0,0,HG03516,IGHV,True,True,True
IGHV3-50*01,4,True,8.000859977272029,2.0,2.0,2.0,2.0,2.0,0,HG03516,IGHV,False,False,False
IGHV4-30-2*06,0,False,,0.0,0.0,0.0,1.0,0.0,0,HG03516,IGHV,True,False,True
IGHV3-15*06,0,False,,0.0,0.0,0.0,1.0,0.0,0,HG03516,IGHV,True,False,True
IGHV3-30-3*01,4,True,8.000859977272029,2.0,1.0,1.0,1.0,1.0,0,HG03516,IGHV,True,True,True
IGHV4-61*12,1,True,2.0009828311680335,1.0,2.0,1.0,0.0,0.0,0,HG03516,IGHV,True,True,True
IGHV3-42D*04,0,False,,0.0,0.0,1.0,0.0,0.0,0,HG03516,IGHV,False,False,False
IGHV(II)-74-1*01,2,True,4.000429988636014,1.0,1.0,1.0,2.0,1.0,0,HG03516,IGHV,False,False,False
IGHV3-54*07,1,False,2.0009828311680335,0.0,1.0,0.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV1-46*04,0,False,,0.0,0.0,0.0,1.0,0.0,0,HG03516,IGHV,True,False,True
IGHV3-23*01,0,True,,1.0,0.0,1.0,1.0,0.0,0,HG03516,IGHV,True,True,True
IGHV(II)-53-1*02,2,True,4.000429988636014,1.0,1.0,1.0,2.0,1.0,0,HG03516,IGHV,False,False,False
IGHV(II)-28-1*02,0,True,,1.0,0.0,1.0,0.0,0.0,0,HG03516,IGHV,False,False,False
IGHV3/OR16-10*03,1,False,2.0009828311680335,0.0,1.0,0.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV(II)-65-1*03,2,True,4.000429988636014,2.0,1.0,1.0,2.0,1.0,0,HG03516,IGHV,False,False,False
IGHV(II)-60-1*04,3,True,6.001412819804048,1.0,1.0,1.0,1.0,0.0,0,HG03516,IGHV,False,False,False
IGHV3/OR16-15*01,4,True,8.000859977272029,1.0,1.0,1.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV1-38-4*01,3,True,6.001412819804048,2.0,2.0,2.0,2.0,1.0,0,HG03516,IGHV,False,False,False
IGHV3/OR16-15*03,0,False,,0.0,0.0,0.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV1-14*01,4,True,8.000859977272029,1.0,1.0,1.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV3-75*01,1,True,2.0009828311680335,1.0,2.0,1.0,2.0,1.0,0,HG03516,IGHV,False,False,False
IGHV(III)-38-1*03,0,False,,0.0,0.0,0.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV3-62*02,0,True,,1.0,0.0,0.0,0.0,0.0,0,HG03516,IGHV,False,False,False
IGHV3-54*02,0,True,,1.0,0.0,1.0,0.0,1.0,0,HG03516,IGHV,False,False,False
IGHV5-51*01,1,True,2.0009828311680335,1.0,1.0,0.0,0.0,1.0,0,HG03516,IGHV,True,True,True
IGHV2-70*17,0,False,,0.0,0.0,1.0,1.0,0.0,0,HG03516,IGHV,True,False,True
IGHV4/OR15-8*01,3,True,6.001412819804048,3.0,2.0,2.0,2.0,1.0,0,HG03516,IGHV,False,False,False
IGHV3-76*02,0,True,,1.0,0.0,1.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV(II)-20-1*01,4,True,8.000859977272029,1.0,1.0,1.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV1-12*02,0,True,,1.0,0.0,0.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV3-71*02,1,True,2.0009828311680335,1.0,1.0,0.0,1.0,1.0,0,HG03516,IGHV,False,False,False
IGHV3-11*04,4,True,8.000859977272029,1.0,1.0,1.0,1.0,1.0,0,HG03516,IGHV,True,True,True
IGHV3-71*01,0,False,,0.0,0.0,1.0,0.0,0.0,0,HG03516,IGHV,False,False,False
IGHV3-48*03,4,True,8.000859977272029,1.0,1.0,1.0,1.0,1.0,0,HG03516,IGHV,True,True,True
IGHV8-51-1*03,0,False,,0.0,0.0,1.0,0.0,0.0,0,HG03516,IGHV,False,False,False
IGHV1-46*03,1,False,2.0009828311680335,0.0,1.0,0.0,0.0,0.0,0,HG03516,IGHV,True,False,True
IGHV(II)-62-1*02,0,False,,0.0,0.0,0.0,1.0,0.0,0,HG03516,IGHV,False,False,False
IGHV2-70*15,0,True,,1.0,0.0,1.0,1.0,1.0,0,HG03516,IGHV,True,True,True
IGHV3-74*01,2,True,4.000429988636014,2.0,1.0,1.0,0.0,2.0,0,HG03516,IGHV,True,True,True
IGHV3-43*01,4,True,8.000859977272029,1.0,1.0,1.0,1.0,1.0,0,HG03516,IGHV,True,True,True
IGHV3-13*01,1,True,2.0009828311680335,1.0,1.0,0.0,0.0,1.0,0,HG03516,IGHV,True,True,True
IGHV7-34-1*04,1,True,2.0009828311680335,1.0,1.0,0.0,0.0,0.0,0,HG03516,IGHV,False,False,False
IGHV3-7*03,1,False,2.0009828311680335,0.0,1.0,0.0,0.0,0.0,0,HG03516,IGHV,True,False,True
IGHV3-53*06,0,False,,0.0,0.0,0.0,1.0,0.0,0,HG03516,IGHV,True,False,True
IGHV2-70*03,0,False,,0.0,0.0,2.0,0.0,1.0,0,HG03516,IGHV,True,False,True
