allele_id,prefix_consistency,in_optimal,objective_diff,band0_copies,band1_copies,band2_copies,band3_copies,band4_copies,band5_copies,sample_id,gene_type,is_functional_db,is_functional_file,is_functional
IGHV1/OR15-2*03,0,False,,0.0,0.0,1.0,0.0,0.0,0,HG03579,IGHV,False,False,False
IGHV3/OR15-7*03,0,True,,2.0,0.0,2.0,0.0,1.0,0,HG03579,IGHV,False,False,False
IGHV(III)-11-1*04,1,True,2.0003657490117743,1.0,2.0,1.0,2.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3-62*03,4,True,8.000056269078733,1.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3/OR16-7*02,2,True,4.000731498023549,2.0,1.0,1.0,2.0,1.0,0,HG03579,IGHV,False,False,False
IGHV(II)-67-1*02,4,True,8.000056269078733,1.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3/OR16-17*01,4,True,8.000056269078733,2.0,2.0,2.0,2.0,2.0,0,HG03579,IGHV,False,False,False
IGHV(III)-67-3*03,0,True,,1.0,0.0,1.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3/OR16-18*01,2,True,4.000731498023549,2.0,2.0,2.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV(II)-51-2*01,1,True,2.0003657490117743,2.0,2.0,1.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV6-1*01,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03579,IGHV,True,False,True
IGHV1/OR15-6*01,4,True,8.000056269078733,4.0,4.0,4.0,4.0,4.0,0,HG03579,IGHV,False,False,False
IGHV1-8*03,3,True,6.001097247035323,1.0,1.0,1.0,1.0,0.0,0,HG03579,IGHV,True,True,True
IGHV3-52*03,1,False,2.0003657490117743,0.0,1.0,0.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV(II)-49-1*01,4,True,8.000056269078733,2.0,2.0,2.0,2.0,2.0,0,HG03579,IGHV,False,False,False
IGHV1-58*02,1,True,2.0003657490117743,1.0,1.0,0.0,1.0,2.0,0,HG03579,IGHV,True,True,True
IGHV(II)-33-1*01,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03579,IGHV,False,False,False
IGHV(II)-62-1*04,2,False,4.000731498023549,0.0,1.0,1.0,0.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3-15*03,0,False,,0.0,0.0,0.0,1.0,0.0,0,HG03579,IGHV,True,False,True
IGHV3-30-42*03,0,True,,1.0,0.0,0.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3-20*04,3,True,6.001097247035323,1.0,1.0,1.0,1.0,0.0,0,HG03579,IGHV,True,True,True
IGHV1/OR16-3*01,2,True,4.000731498023549,2.0,1.0,1.0,2.0,3.0,0,HG03579,IGHV,False,False,False
IGHV4-38-2*01,0,True,,1.0,0.0,1.0,1.0,0.0,0,HG03579,IGHV,True,True,True
IGHV3-42*02,0,True,,2.0,0.0,1.0,1.0,2.0,0,HG03579,IGHV,False,False,False
IGHV4-4*10,1,False,2.0003657490117743,0.0,2.0,0.0,0.0,1.0,0,HG03579,IGHV,True,False,True
IGHV3-15*01,0,True,,1.0,0.0,1.0,0.0,1.0,0,HG03579,IGHV,True,True,True
IGHV1-2*05,0,False,,0.0,0.0,1.0,0.0,0.0,0,HG03579,IGHV,True,False,True
IGHV(III)-67-3D*02,2,True,4.000731498023549,1.0,1.0,1.0,0.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3-49*03,1,False,2.0003657490117743,0.0,1.0,0.0,0.0,0.0,0,HG03579,IGHV,True,False,True
IGHV(III)-67-4*03,2,True,4.000731498023549,2.0,2.0,2.0,3.0,1.0,0,HG03579,IGHV,False,False,False
IGHV1-69*13,2,False,4.000731498023549,0.0,1.0,1.0,0.0,0.0,0,HG03579,IGHV,True,False,True
IGHV3-25*05,0,True,,1.0,0.0,1.0,1.0,0.0,0,HG03579,IGHV,False,False,False
IGHV4-59*11,1,False,2.0003657490117743,0.0,1.0,0.0,0.0,0.0,0,HG03579,IGHV,True,False,True
IGHV3-75*03,2,True,4.000731498023549,1.0,1.0,1.0,2.0,0.0,0,HG03579,IGHV,False,False,False
IGHV(III)-67-2*01,4,True,8.000056269078733,2.0,2.0,2.0,2.0,2.0,0,HG03579,IGHV,False,False,False
IGHV1/OR15-5*02,0,True,,1.0,0.0,2.0,2.0,2.0,0,HG03579,IGHV,False,False,False
IGHV(II)-74-1*02,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3-25*02,1,False,2.0003657490117743,0.0,1.0,0.0,0.0,0.0,0,HG03579,IGHV,False,False,False
IGHV(II)-67-1*01,4,True,8.000056269078733,1.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3/OR16-10*02,1,False,2.0003657490117743,0.0,3.0,1.0,2.0,2.0,0,HG03579,IGHV,False,False,False
IGHV(III)/OR16-25*01,4,True,8.000056269078733,4.0,4.0,4.0,4.0,4.0,0,HG03579,IGHV,False,False,False
IGHV2-70*11,1,False,2.0003657490117743,0.0,1.0,0.0,0.0,0.0,0,HG03579,IGHV,True,False,True
IGHV(II)-60-1*03,1,True,2.0003657490117743,1.0,1.0,0.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3-52*02,4,False,8.000056269078733,0.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3-74*02,2,False,4.000731498023549,0.0,1.0,1.0,0.0,0.0,0,HG03579,IGHV,True,False,True
IGHV4-28*06,4,True,8.000056269078733,1.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,True,True,True
IGHV3-76*05,2,True,4.000731498023549,1.0,2.0,2.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3-54*03,4,True,8.000056269078733,2.0,2.0,2.0,2.0,2.0,0,HG03579,IGHV,False,False,False
IGHV3-29*02,2,False,4.000731498023549,0.0,1.0,1.0,0.0,1.0,0,HG03579,IGHV,False,False,False
IGHV8-51-1*04,0,True,,1.0,0.0,0.0,0.0,0.0,0,HG03579,IGHV,False,False,False
IGHV2-26*02,1,True,2.0003657490117743,1.0,1.0,0.0,1.0,1.0,0,HG03579,IGHV,True,True,True
IGHV1-69*14,0,True,,1.0,0.0,0.0,0.0,1.0,0,HG03579,IGHV,True,True,True
IGHV3-30-33*01,2,True,4.000731498023549,1.0,1.0,1.0,0.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3/OR16-6*03,2,True,4.000731498023549,1.0,1.0,1.0,0.0,0.0,0,HG03579,IGHV,False,False,False
IGHV1/OR15-6*02,2,True,4.000731498023549,3.0,2.0,2.0,3.0,2.0,0,HG03579,IGHV,False,False,False
IGHV(III)-2-1*01,1,False,2.0003657490117743,0.0,1.0,0.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV4-31*11,1,False,2.0003657490117743,0.0,1.0,0.0,0.0,0.0,0,HG03579,IGHV,True,False,True
IGHV7-34-1*01,1,True,2.0003657490117743,2.0,1.0,2.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV2-70D*14,0,False,,0.0,0.0,1.0,0.0,0.0,0,HG03579,IGHV,True,False,True
IGHV3-20*02,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03579,IGHV,False,False,False
IGHV(II)-78-1*01,1,False,2.0003657490117743,0.0,1.0,0.0,0.0,1.0,0,HG03579,IGHV,False,False,False
IGHV(II)-22-1*01,0,False,,0.0,0.0,1.0,0.0,0.0,0,HG03579,IGHV,False,False,False
IGHV3-33*06,4,True,8.000056269078733,1.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,True,True,True
IGHV1-46*01,1,True,2.0003657490117743,2.0,1.0,2.0,1.0,2.0,0,HG03579,IGHV,True,True,True
IGHV4-59*06,0,False,,0.0,0.0,1.0,0.0,0.0,0,HG03579,IGHV,True,False,True
IGHV(II)-30-21*02,0,True,,1.0,0.0,0.0,0.0,0.0,0,HG03579,IGHV,False,False,False
IGHV3-38*02,2,True,4.000731498023549,1.0,1.0,1.0,0.0,0.0,0,HG03579,IGHV,False,False,False
IGHV(II)-26-2*01,1,True,2.0003657490117743,1.0,1.0,2.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3-49*04,4,True,8.000056269078733,2.0,2.0,2.0,2.0,2.0,0,HG03579,IGHV,True,True,True
IGHV3-7*01,3,True,6.001097247035323,1.0,1.0,1.0,1.0,0.0,0,HG03579,IGHV,True,True,True
IGHV1/OR16-26*01,4,True,8.000056269078733,2.0,2.0,2.0,2.0,2.0,0,HG03579,IGHV,False,False,False
IGHV3/OR16-19*01,1,True,2.0003657490117743,1.0,1.0,0.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3-49*05,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03579,IGHV,True,False,True
IGHV3-36*02,2,True,4.000731498023549,1.0,1.0,1.0,0.0,0.0,0,HG03579,IGHV,False,False,False
IGHV(II)-43-1D*01,1,True,2.0003657490117743,2.0,1.0,2.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3-23*02,0,False,,0.0,0.0,0.0,1.0,0.0,0,HG03579,IGHV,True,False,True
IGHV3-38*01,0,False,,0.0,0.0,0.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3-53*02,1,True,2.0003657490117743,2.0,2.0,1.0,3.0,1.0,0,HG03579,IGHV,True,True,True
IGHV(II)-12-1*03,1,True,2.0003657490117743,1.0,2.0,1.0,2.0,2.0,0,HG03579,IGHV,False,False,False
IGHV3-7*02,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03579,IGHV,True,False,True
IGHV(II)-15-1*02,4,True,8.000056269078733,2.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV4-4*04,0,False,,0.0,0.0,1.0,1.0,0.0,0,HG03579,IGHV,True,False,True
IGHV3-25*03,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3/OR15-7*05,1,False,2.0003657490117743,0.0,1.0,0.0,0.0,0.0,0,HG03579,IGHV,False,False,False
IGHV3-30-5*03,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03579,IGHV,True,False,True
IGHV4-30-4*10,0,False,,0.0,0.0,1.0,0.0,0.0,0,HG03579,IGHV,True,False,True
IGHV3-19*01,0,False,,0.0,0.0,0.0,1.0,0.0,0,HG03579,IGHV,False,False,False
IGHV(III)-38-1*02,4,True,8.000056269078733,2.0,2.0,2.0,2.0,2.0,0,HG03579,IGHV,False,False,False
IGHV1/OR16-22*01,2,True,4.000731498023549,2.0,2.0,2.0,3.0,2.0,0,HG03579,IGHV,False,False,False
IGHV3-38*03,4,True,8.000056269078733,1.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV4-38-2*03,2,True,4.000731498023549,1.0,2.0,2.0,1.0,3.0,0,HG03579,IGHV,True,True,True
IGHV1/OR15-2*02,1,True,2.0003657490117743,2.0,2.0,1.0,2.0,2.0,0,HG03579,IGHV,False,False,False
IGHV4-61*09,1,False,2.0003657490117743,0.0,1.0,0.0,0.0,0.0,0,HG03579,IGHV,True,False,True
IGHV4-59*03,0,False,,0.0,0.0,0.0,1.0,1.0,0,HG03579,IGHV,True,False,True
IGHV1-69*05,0,False,,0.0,0.0,1.0,0.0,0.0,0,HG03579,IGHV,True,False,True
IGHV4-31*09,0,False,,0.0,0.0,1.0,0.0,0.0,0,HG03579,IGHV,True,False,True
IGHV4-59*02,2,False,4.000731498023549,0.0,1.0,1.0,0.0,0.0,0,HG03579,IGHV,True,False,True
IGHV3/OR15-7*02,1,False,2.0003657490117743,0.0,1.0,0.0,0.0,0.0,0,HG03579,IGHV,False,False,False
IGHV3-66*02,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03579,IGHV,True,False,True
IGHV(II)-46-1*01,4,True,8.000056269078733,2.0,2.0,2.0,2.0,2.0,0,HG03579,IGHV,False,False,False
IGHV3/OR15-7*01,0,False,,0.0,0.0,0.0,2.0,1.0,0,HG03579,IGHV,False,False,False
IGHV(III)-16-1*03,0,True,,1.0,0.0,1.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV(IV)-44-1*02,2,False,4.000731498023549,0.0,1.0,1.0,0.0,0.0,0,HG03579,IGHV,False,False,False
IGHV3-30*02,4,True,8.000056269078733,1.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,True,True,True
IGHV3-22*01,1,False,2.0003657490117743,0.0,1.0,0.0,0.0,0.0,0,HG03579,IGHV,False,False,False
IGHV3-60*04,4,True,8.000056269078733,1.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3-75*04,3,True,6.001097247035323,1.0,1.0,1.0,1.0,2.0,0,HG03579,IGHV,False,False,False
IGHV4-80*03,0,False,,0.0,0.0,1.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV1-68*04,1,True,2.0003657490117743,3.0,3.0,2.0,2.0,3.0,0,HG03579,IGHV,False,False,False
IGHV(II)-12-1*01,2,True,4.000731498023549,1.0,1.0,1.0,0.0,1.0,0,HG03579,IGHV,False,False,False
IGHV1-14*02,4,True,8.000056269078733,1.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV4-55*06,0,True,,1.0,0.0,2.0,1.0,0.0,0,HG03579,IGHV,False,False,False
IGHV1/OR16-4*01,2,True,4.000731498023549,2.0,3.0,3.0,2.0,0.0,0,HG03579,IGHV,False,False,False
IGHV(III)-5-2*01,4,True,8.000056269078733,1.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3-35*01,2,True,4.000731498023549,1.0,1.0,1.0,0.0,1.0,0,HG03579,IGHV,False,False,False
IGHV4-39*06,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03579,IGHV,True,False,True
IGHV3/OR16-6*01,1,True,2.0003657490117743,1.0,2.0,1.0,1.0,2.0,0,HG03579,IGHV,False,False,False
IGHV(II)-15-1*01,1,True,2.0003657490117743,1.0,1.0,2.0,1.0,2.0,0,HG03579,IGHV,False,False,False
IGHV4-30-4*08,0,True,,1.0,0.0,0.0,1.0,1.0,0,HG03579,IGHV,True,True,True
IGHV7-27*01,4,True,8.000056269078733,1.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV1-3*01,4,True,8.000056269078733,1.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,True,True,True
IGHV(III)-76-1*01,4,True,8.000056269078733,2.0,2.0,2.0,2.0,2.0,0,HG03579,IGHV,False,False,False
IGHV1-8*02,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03579,IGHV,True,False,True
IGHV3/OR16-9*01,4,True,8.000056269078733,2.0,2.0,2.0,2.0,2.0,0,HG03579,IGHV,False,False,False
IGHV4-55*01,1,True,2.0003657490117743,1.0,2.0,0.0,0.0,2.0,0,HG03579,IGHV,False,False,False
IGHV7-56*02,4,True,8.000056269078733,2.0,2.0,2.0,2.0,2.0,0,HG03579,IGHV,False,False,False
IGHV3/OR16-16*02,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03579,IGHV,False,False,False
IGHV1/OR15-1*01,2,True,4.000731498023549,4.0,3.0,3.0,4.0,4.0,0,HG03579,IGHV,False,False,False
IGHV1-18*01,4,True,8.000056269078733,1.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,True,True,True
IGHV1-68*01,0,False,,0.0,0.0,0.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV(II)-30-32*02,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03579,IGHV,False,False,False
IGHV(II)-4-4*01,4,True,8.000056269078733,2.0,2.0,2.0,2.0,2.0,0,HG03579,IGHV,False,False,False
IGHV4-34*03,0,True,,1.0,0.0,0.0,1.0,0.0,0,HG03579,IGHV,True,True,True
IGHV4-61*11,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03579,IGHV,True,False,True
IGHV3/OR16-16*01,2,True,4.000731498023549,2.0,2.0,2.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3-9*03,4,True,8.000056269078733,1.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,True,True,True
IGHV3-52*01,3,True,6.001097247035323,2.0,1.0,1.0,1.0,0.0,0,HG03579,IGHV,False,False,False
IGHV4-59*01,1,True,2.0003657490117743,3.0,2.0,1.0,2.0,1.0,0,HG03579,IGHV,True,True,True
IGHV3/OR16-20*01,0,True,,3.0,0.0,0.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV(III)-26-1*01,3,True,6.001097247035323,1.0,1.0,1.0,1.0,0.0,0,HG03579,IGHV,False,False,False
IGHV3-22*02,4,True,8.000056269078733,1.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV7-34-1*02,1,False,2.0003657490117743,0.0,1.0,0.0,0.0,1.0,0,HG03579,IGHV,False,False,False
IGHV(IV)-44-1*01,4,True,8.000056269078733,2.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV4-55*09,0,False,,0.0,0.0,0.0,1.0,0.0,0,HG03579,IGHV,False,False,False
IGHV2/OR16-23*01,4,True,8.000056269078733,2.0,2.0,2.0,2.0,2.0,0,HG03579,IGHV,False,False,False
IGHV6-1*03,3,True,6.001097247035323,1.0,1.0,1.0,1.0,0.0,0,HG03579,IGHV,False,False,False
IGHV1/OR15-4*01,4,True,8.000056269078733,4.0,4.0,4.0,4.0,4.0,0,HG03579,IGHV,False,False,False
IGHV2-26*04,0,False,,0.0,0.0,1.0,0.0,0.0,0,HG03579,IGHV,True,False,True
IGHV4-59*13,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03579,IGHV,True,False,True
IGHV(III)-13-1*02,3,True,6.001097247035323,4.0,4.0,4.0,4.0,3.0,0,HG03579,IGHV,False,False,False
IGHV3/OR16-12*01,4,True,8.000056269078733,2.0,2.0,2.0,2.0,2.0,0,HG03579,IGHV,False,False,False
IGHV3-72*01,4,True,8.000056269078733,2.0,2.0,2.0,2.0,2.0,0,HG03579,IGHV,True,True,True
IGHV3-43D*03,4,True,8.000056269078733,1.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,True,True,True
IGHV1/OR16-24*01,2,True,4.000731498023549,2.0,2.0,2.0,3.0,2.0,0,HG03579,IGHV,False,False,False
IGHV2-10*02,0,False,,0.0,0.0,1.0,0.0,0.0,0,HG03579,IGHV,False,False,False
IGHV4-30-4*09,0,True,,1.0,0.0,1.0,1.0,1.0,0,HG03579,IGHV,True,True,True
IGHV8-51-1*01,0,False,,0.0,0.0,1.0,0.0,0.0,0,HG03579,IGHV,False,False,False
IGHV3-29*01,0,True,,1.0,0.0,0.0,1.0,0.0,0,HG03579,IGHV,False,False,False
IGHV4/OR15-8*03,2,True,4.000731498023549,4.0,2.0,2.0,1.0,3.0,0,HG03579,IGHV,False,False,False
IGHV4-34*01,0,True,,1.0,0.0,1.0,1.0,2.0,0,HG03579,IGHV,True,True,True
IGHV(II)-30-1*01,3,True,6.001097247035323,1.0,1.0,1.0,1.0,0.0,0,HG03579,IGHV,False,False,False
IGHV4-59*12,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03579,IGHV,True,False,True
IGHV1-67*01,1,True,2.0003657490117743,2.0,1.0,2.0,2.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3/OR16-13*01,4,True,8.000056269078733,2.0,2.0,2.0,2.0,2.0,0,HG03579,IGHV,False,False,False
IGHV3-65*01,4,True,8.000056269078733,1.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV1/OR16-4*02,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03579,IGHV,False,False,False
IGHV1-68*02,0,False,,0.0,0.0,1.0,1.0,0.0,0,HG03579,IGHV,False,False,False
IGHV3-63*03,3,True,6.001097247035323,1.0,1.0,1.0,1.0,2.0,0,HG03579,IGHV,False,False,False
IGHV2-70*05,1,False,2.0003657490117743,0.0,1.0,2.0,0.0,0.0,0,HG03579,IGHV,True,False,True
IGHV1-69*09,0,False,,0.0,0.0,1.0,0.0,0.0,0,HG03579,IGHV,True,False,True
IGHV1/OR15-1*02,0,False,,0.0,0.0,0.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3-66*01,4,True,8.000056269078733,1.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,True,True,True
IGHV3/OR16-7*01,1,True,2.0003657490117743,1.0,1.0,2.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3-64*02,2,True,4.000731498023549,1.0,1.0,1.0,0.0,0.0,0,HG03579,IGHV,True,True,True
IGHV3-15*05,1,False,2.0003657490117743,0.0,1.0,0.0,0.0,0.0,0,HG03579,IGHV,True,False,True
IGHV3-62*07,0,False,,0.0,0.0,1.0,0.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3-64*01,4,True,8.000056269078733,1.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,True,True,True
IGHV(II)-60-1*01,4,True,8.000056269078733,1.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV5-51*07,1,False,2.0003657490117743,0.0,1.0,0.0,0.0,0.0,0,HG03579,IGHV,True,False,True
IGHV1-45*02,3,True,6.001097247035323,2.0,2.0,2.0,2.0,1.0,0,HG03579,IGHV,True,True,True
IGHV1-69*04,0,True,,1.0,0.0,0.0,0.0,0.0,0,HG03579,IGHV,True,True,True
IGHV(II)-43-1D*02,1,False,2.0003657490117743,0.0,1.0,0.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3-19*02,2,True,4.000731498023549,1.0,1.0,1.0,0.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3-15*08,0,False,,0.0,0.0,0.0,1.0,0.0,0,HG03579,IGHV,True,False,True
IGHV3-79*03,0,False,,0.0,0.0,0.0,1.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3-43D*05,0,False,,0.0,0.0,0.0,0.0,1.0,0,HG03579,IGHV,True,False,True
IGHV4-34*02,1,False,2.0003657490117743,0.0,2.0,1.0,0.0,0.0,0,HG03579,IGHV,True,False,True
IGHV4-30-4*06,0,False,,0.0,0.0,0.0,1.0,0.0,0,HG03579,IGHV,True,False,True
IGHV1-14*03,0,False,,0.0,0.0,1.0,0.0,0.0,0,HG03579,IGHV,False,False,False
IGHV7-40D*01,2,True,4.000731498023549,2.0,2.0,2.0,3.0,2.0,0,HG03579,IGHV,False,False,False
IGHV(II)-30-41*02,0,False,,0.0,0.0,1.0,1.0,0.0,0,HG03579,IGHV,False,False,False
IGHV3-69-1*02,0,True,,1.0,0.0,1.0,0.0,1.0,0,HG03579,IGHV,False,False,False
IGHV3-64*07,0,True,,1.0,0.0,1.0,1.0,1.0,0,HG03579,IGHV,True,True,True
IGHV(III)-25-1*05,1,True,2.0003657490117743,1.0,1.0,0.0,0.0,0.0,0,HG03579,IGHV,False,False,False
IGHV7-4-1*02,4,True,8.000056269078733,1.0,1.0,1.0,1.0,1.0,0,HG03579,IGHV,True,True,True
IGHV(II)-30-1*02,2,True,4.000731498023549,1.0,1.0,1.0,2.0,0.0,0,HG03579,IGHV,False,False,False
IGHV1-69*06,2,False,4.000731498023549,0.0,1.0,1.0,0.0,1.0,0,HG03579,IGHV,True,False,True
